state,year,S_HAWES_COMPTON_socap_ma,S_CEV_formal_volunteering,S_CEV_organizational_membership,S_CEV_charitable_giving,S_CEV_informal_helping,S_CEV_talking_with_friends_and_family,S_CEV_talking_with_neighbors,S_CEV_learning_about_issues,S_CEV_discussing_issues_with_friends_and_family,S_CEV_discussing_issues_with_neighbors,S_CEV_posting_views_online,S_CEV_voting_in_local_elections,S_CEV_contacting_public_officials,S_CEV_donating_to_a_political_cause,S_CEV_attending_public_meetings,S_CEV_taking_action_with_neighbors,S_CEV_buycotting_or_boycotting,S_CEV_employer_promotes_volunteering,S_source_hawes_compton,S_source_cev,S_observed_any,S_series_note
Florida,2010,0.00063159066,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Florida,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2017,,0.22814825,0.19152846,0.43167192,0.50852623,0.953841,0.75184193,0.8144927,0.634576,0.3128348,0.1838238,0.4973954,0.0835449,0.0739699,0.0849563,0.2361771,0.1102821,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Florida,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2019,,0.24179211,0.21001489,0.41352124,0.46865842,0.9600402,0.67472528,0.77097421,0.62032335,0.27309675,0.18328715,0.53389176,0.07594785,0.07974082,0.08802153,0.17758983,0.09999829,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Florida,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2021,,0.15852759,0.1781889,0.36807879,0.44574935,0.9321793,0.64215172,0.76488786,0.62824969,0.27913405,0.20234896,0.54387099,0.07021876,0.08305094,0.06624098,0.15464978,0.10785292,0.29208886,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Florida,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Florida,2023,,0.2038833,0.2073132,0.3952212,0.4750128,0.9385329,0.6709053,0.7603147,0.6262947,0.262651,0.1776913,0.4960463,0.0629162,0.0576121,0.0839998,0.2130895,0.1276705,0.3070354,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Georgia,2000,-0.56638813,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2001,-0.4264061,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2002,-0.69746757,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2003,-0.81682414,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2004,-1.1158159,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2005,-1.6317403,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2006,-1.8060126,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2007,-1.7472975,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2008,-1.2898318,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2009,-0.74436057,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2010,-0.59059966,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Georgia,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2017,,0.26504428,0.20928037,0.46000691,0.43373539,0.96957007,0.6656816,0.8394332,0.7106653,0.3030356,0.2209735,0.495337,0.0834497,0.0826908,0.101368,0.1725173,0.1234459,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Georgia,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2019,,0.28188341,0.22030854,0.4813987,0.45097909,0.96063559,0.63924423,0.80108636,0.67278881,0.28696785,0.17740534,0.53616129,0.09226408,0.07284259,0.10495565,0.18319809,0.12850101,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Georgia,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2021,,0.19887582,0.22374326,0.46011902,0.40780444,0.93630597,0.5800645,0.79284118,0.67482157,0.28374127,0.18453277,0.54898641,0.09562917,0.09780828,0.08185764,0.14532689,0.14428337,0.33192327,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Georgia,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Georgia,2023,,0.2562863,0.226441,0.4435365,0.4731008,0.9612912,0.6393305,0.8180411,0.7019295,0.2724387,0.1876799,0.5686822,0.0703395,0.0688813,0.1152183,0.2427384,0.1039982,0.3918816,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Hawaii,2000,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2001,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2002,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2003,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2004,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2005,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2006,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2007,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2008,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2009,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2010,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2017,,0.27989778,0.24364988,0.50502291,0.44554848,0.95269906,0.72425725,0.8497063,0.6511411,0.3139895,0.202259,0.4856606,0.1100213,0.0728004,0.0997593,0.1971287,0.1148189,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Hawaii,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2019,,0.32096253,0.27092258,0.49238077,0.44139588,0.96469333,0.65487619,0.85898929,0.67432702,0.28397371,0.15998313,0.51152393,0.09244406,0.05503709,0.10827886,0.1759008,0.1086652,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Hawaii,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2021,,0.19742954,0.22812675,0.44968553,0.43523234,0.96306797,0.64541265,0.87249951,0.69875335,0.27749956,0.13744508,0.58872074,0.07704385,0.06723976,0.06824231,0.12547505,0.10585138,0.33703757,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Hawaii,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Hawaii,2023,,0.2938612,0.2399288,0.5759759,0.4830341,0.9779126,0.6748865,0.903201,0.7572066,0.3091586,0.1711055,0.5516905,0.0768553,0.0737842,0.1003458,0.1532963,0.119596,0.388143,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Idaho,2000,0.6753745,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2001,0.027471619,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2002,0.09677018,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2003,0.055883244,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2004,0.2157273,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2005,0.45391,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2006,0.28696668,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2007,0.17927258,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2008,0.0045575825,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2009,0.16405754,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2010,0.1405778,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Idaho,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2017,,0.37870817,0.34116028,0.55509002,0.61080733,0.97249277,0.77862897,0.8821404,0.7616861,0.3705848,0.2763773,0.5019038,0.1408804,0.1091318,0.1275454,0.2982488,0.1609591,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Idaho,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2019,,0.34468853,0.32417629,0.53000733,0.57465472,0.95048512,0.70566833,0.81003919,0.65043816,0.28854642,0.18034042,0.47527916,0.11317558,0.10742329,0.11445748,0.23431278,0.15621068,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Idaho,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2021,,0.28159126,0.27437575,0.57006046,0.54292441,0.94824149,0.65161874,0.81887639,0.70047356,0.2993659,0.21849516,0.55793833,0.15504036,0.11944485,0.13146354,0.2125218,0.22848171,0.33535381,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Idaho,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Idaho,2023,,0.3442451,0.3066974,0.5678562,0.6083057,0.9903874,0.7340771,0.8363163,0.7109272,0.3114263,0.1645053,0.5823279,0.1124712,0.0734893,0.1157762,0.2289621,0.236378,0.3492647,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Illinois,2000,-0.35150155,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2001,-0.4632666,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2002,-0.40656438,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2003,-0.21012083,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2004,0.08935194,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2005,0.33867782,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2006,0.34608254,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2007,0.33639953,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2008,0.14186239,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2009,0.21853377,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2010,0.16345502,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Illinois,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2017,,0.2813788,0.26753731,0.55056639,0.49817588,0.98192756,0.76510116,0.8892601,0.7582901,0.3542524,0.2176982,0.5520322,0.1316593,0.0781043,0.1283496,0.2168195,0.1421073,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Illinois,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2019,,0.33035833,0.31724402,0.56593534,0.57341423,0.98115485,0.76301078,0.90180734,0.72928383,0.32633149,0.20077546,0.56201555,0.11301642,0.07726987,0.13092664,0.24218053,0.17545446,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Illinois,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2021,,0.28288199,0.29585206,0.56103872,0.55565087,0.97912092,0.74733133,0.90763941,0.73475921,0.3148696,0.17933369,0.54736587,0.1159154,0.10266162,0.09287339,0.20326906,0.1823315,0.44844343,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Illinois,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Illinois,2023,,0.3033569,0.2791279,0.5001169,0.5610323,0.9777904,0.7299092,0.807572,0.669291,0.2771119,0.1655653,0.5520218,0.1134532,0.079095,0.1245904,0.2284437,0.1651965,0.4114639,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Indiana,2000,-0.45717922,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2001,-0.45443088,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2002,-0.6487555,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2003,-0.4542538,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2004,-0.4983454,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2005,-0.22396094,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2006,-0.24934939,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2007,-0.3508891,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2008,-0.24967326,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2009,-0.18158159,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2010,-0.11932529,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Indiana,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2017,,0.34935118,0.34313581,0.54489765,0.5252824,0.97637577,0.75391825,0.9130752,0.7294562,0.3179778,0.2607636,0.5676763,0.1296524,0.0947925,0.1146068,0.184707,0.1215896,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Indiana,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2019,,0.34022085,0.32731028,0.50616598,0.55286978,0.95992703,0.71382479,0.83061006,0.68561716,0.27970098,0.19854521,0.48677076,0.1036507,0.05770026,0.09599642,0.18336101,0.15799587,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Indiana,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2021,,0.27577933,0.29415511,0.52161211,0.52183255,0.98686974,0.7171472,0.83331594,0.69529293,0.29428383,0.21228987,0.62180048,0.1051025,0.08071895,0.0830913,0.1728152,0.17778404,0.40701163,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Indiana,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Indiana,2023,,0.3311045,0.2747553,0.4921511,0.5537536,0.9697555,0.7099258,0.7817834,0.6586375,0.2623498,0.1798266,0.4848908,0.091741,0.0425772,0.0763925,0.226217,0.1790207,0.4819412,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Iowa,2000,1.0548084,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2001,0.94996554,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2002,0.7631562,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2003,0.775194,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2004,0.62226737,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2005,1.016365,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2006,1.387748,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2007,1.1548764,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2008,0.90205324,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2009,1.0169079,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2010,0.97393554,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Iowa,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2017,,0.41530143,0.36337666,0.53525509,0.56688778,0.98082909,0.77646143,0.9048751,0.7371912,0.3321877,0.2440435,0.4142083,0.1681613,0.0684564,0.1341312,0.2487875,0.1551503,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Iowa,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2019,,0.33122758,0.31785856,0.53522066,0.56607054,0.97912057,0.73227105,0.91236085,0.66621188,0.28634098,0.17673944,0.56107153,0.12392003,0.06437068,0.1164171,0.22415909,0.14086313,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Iowa,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2021,,0.29927423,0.28692344,0.58219576,0.60267107,0.95300226,0.75655015,0.88578956,0.72493729,0.34442465,0.2652652,0.55132486,0.11555719,0.08355186,0.11488531,0.19970883,0.17919618,0.44953143,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Iowa,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Iowa,2023,,0.354776,0.2619836,0.5010436,0.6331382,0.9705474,0.7466364,0.8148581,0.6545656,0.3333996,0.1852262,0.5177952,0.0826348,0.0770676,0.1027764,0.1943748,0.1997588,0.4640196,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kansas,2000,0.5324404,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2001,0.8539755,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2002,1.0807765,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2003,0.6827404,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2004,0.59226674,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2005,0.83708924,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2006,-0.007862959,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2007,-0.0017861257,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2008,0.018705947,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2009,0.50514984,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2010,0.5708638,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kansas,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2017,,0.36546181,0.32464407,0.65116849,0.54075753,0.98842573,0.78218894,0.8805324,0.7220609,0.306469,0.1985297,0.5191072,0.1329367,0.0979184,0.1188654,0.2451161,0.1623082,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kansas,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2019,,0.33986693,0.35309939,0.59855519,0.58613764,0.97907038,0.74988763,0.86937294,0.68141223,0.26728222,0.20099732,0.51560791,0.13176145,0.08254519,0.11400486,0.20680385,0.18984339,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kansas,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2021,,0.31538896,0.33411679,0.5400723,0.57602773,0.96439248,0.65929601,0.80951458,0.74228159,0.31008896,0.21729258,0.51893969,0.11878411,0.10217134,0.08352137,0.15469158,0.19021949,0.39275762,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kansas,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Kansas,2023,,0.3958573,0.3447054,0.5436128,0.5839795,0.9670317,0.7097895,0.8432988,0.6747369,0.2718151,0.1441977,0.5756234,0.1179036,0.0686941,0.1197777,0.205605,0.2418024,0.4586012,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kentucky,2000,-0.5966758,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2001,-0.58833456,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2002,-0.7146099,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2003,-0.70715386,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2004,-1.0158132,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2005,-1.4173043,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2006,-1.3604358,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2007,-1.2685738,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2008,-0.65975577,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2009,-0.95963496,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2010,-0.7940184,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states
Kentucky,2011,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2012,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2013,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2014,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2015,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2016,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2017,,0.28124294,0.25792049,0.50948549,0.51236584,0.9755437,0.74912813,0.8635527,0.6990833,0.3287755,0.2174517,0.5959595,0.113596,0.0558025,0.0921599,0.1589614,0.1194561,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kentucky,2018,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2019,,0.2621657,0.22292474,0.45005949,0.53035611,0.94973971,0.7309359,0.76408786,0.5965841,0.30118871,0.19108117,0.53811223,0.09871976,0.06369135,0.07358862,0.17681849,0.11895585,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kentucky,2020,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2021,,0.22617792,0.20149304,0.44737321,0.51098844,0.96578694,0.70979831,0.83847457,0.70785151,0.30398207,0.21265617,0.66053682,0.08975766,0.0554423,0.05942973,0.12661171,0.15923537,0.37127954,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
Kentucky,2022,,,,,,,,,,,,,,,,,,,0,0,0,
Kentucky,2023,,0.2747921,0.2286845,0.4785626,0.5129475,0.9898289,0.6865567,0.7770633,0.6514941,0.3023778,0.2063319,0.5538096,0.093898,0.0673744,0.060027,0.1597311,0.1506155,0.4253424,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index
