state_abv,state,year,real_gdp_millions_chained_2017_dollars,manufacturing_va_millions_current_dollars,all_industry_gdp_millions_current_dollars,manufacturing_va_share_pct
CO,Colorado,2018,365204.5,23032.5,373923.1,6.15968898
CO,Colorado,2019,383725.6,24253.0,397843.6,6.09611415
CO,Colorado,2020,380188.8,25074.4,396741.9,6.32007862
CO,Colorado,2021,406451.9,26059.7,445835.7,5.84513533
CO,Colorado,2022,418818.8,26790.3,494672.8,5.41576169
CO,Colorado,2023,437056.0,28063.1,529626.5,5.29865858
CT,Connecticut,2000,233874.2,23227.7,165523.4,14.03287994
CT,Connecticut,2001,236338.1,23655.7,171124.4,13.82368616
CT,Connecticut,2002,234307.3,25938.6,172929.7,14.99950558
CT,Connecticut,2003,236719.1,26294.4,177814.8,14.78752050
CT,Connecticut,2004,252680.8,30855.9,194722.9,15.84605611
CT,Connecticut,2005,258203.7,31577.3,204504.6,15.44087517
CT,Connecticut,2006,269478.6,37577.8,219812.2,17.09541145
CT,Connecticut,2007,278485.4,38637.7,232626.8,16.60930727
CT,Connecticut,2008,277793.2,38829.7,236110.7,16.44554863
CT,Connecticut,2009,265530.8,28692.1,231628.0,12.38714663
CT,Connecticut,2010,266773.4,28947.0,234022.2,12.36933932
CT,Connecticut,2011,261555.8,28349.4,233058.7,12.16405996
CT,Connecticut,2012,263649.9,28941.5,239907.5,12.06360785
CT,Connecticut,2013,258911.0,30073.6,240549.2,12.50205779
CT,Connecticut,2014,260605.8,28973.8,247114.7,11.72483871
CT,Connecticut,2015,268869.8,29509.3,260648.5,11.32149235
CT,Connecticut,2016,268196.2,27095.0,264760.4,10.23378118
CT,Connecticut,2017,273875.1,28374.3,273875.1,10.36030658
CT,Connecticut,2018,274582.8,31694.0,280535.4,11.29768293
CT,Connecticut,2019,275225.4,33958.4,286451.9,11.85483497
CT,Connecticut,2020,260765.2,31120.7,278029.4,11.19331265
CT,Connecticut,2021,269838.7,33733.3,296801.3,11.36561733
CT,Connecticut,2022,278975.9,36573.9,321686.4,11.36942687
CT,Connecticut,2023,286628.4,40426.3,345911.9,11.68687750
DE,Delaware,2000,63388.8,4253.3,43559.6,9.76432290
DE,Delaware,2001,65724.8,4181.1,46373.8,9.01608236
DE,Delaware,2002,63702.5,3349.5,45865.4,7.30289063
DE,Delaware,2003,64316.8,3493.3,47839.6,7.30210955
DE,Delaware,2004,67735.5,4651.7,51674.1,9.00199520
DE,Delaware,2005,66381.2,4565.8,52048.6,8.77218600
DE,Delaware,2006,68411.8,4898.2,55567.7,8.81483308
DE,Delaware,2007,68132.4,5279.1,56705.6,9.30966254
DE,Delaware,2008,65771.3,4454.4,55250.8,8.06214571
DE,Delaware,2009,69186.2,4367.6,57729.9,7.56557694
DE,Delaware,2010,68291.9,4057.0,58132.2,6.97892046
DE,Delaware,2011,71103.5,4169.0,61379.4,6.79218109
DE,Delaware,2012,70562.4,3787.3,62342.1,6.07502795
DE,Delaware,2013,68656.8,3879.4,62058.2,6.25122869
DE,Delaware,2014,73961.7,3862.3,68606.0,5.62968254
DE,Delaware,2015,76211.2,4573.4,72352.5,6.32099789
DE,Delaware,2016,71941.4,3728.6,70021.5,5.32493591
DE,Delaware,2017,69555.6,4352.1,69555.6,6.25700878
DE,Delaware,2018,70856.4,4769.3,73376.0,6.49980920
DE,Delaware,2019,74627.8,5370.9,78710.5,6.82361311
DE,Delaware,2020,72506.8,5208.6,77520.3,6.71901425
DE,Delaware,2021,74657.1,5927.6,83069.8,7.13568589
DE,Delaware,2022,77149.2,6594.6,92558.2,7.12481444
DE,Delaware,2023,78014.4,7324.4,98068.7,7.46864188
