state_abv,state,year,real_gdp_millions_chained_2017_dollars,manufacturing_va_millions_current_dollars,all_industry_gdp_millions_current_dollars,manufacturing_va_share_pct
ID,Idaho,2001,48695.4,5495.8,37740.9,14.56192089
ID,Idaho,2002,49840.5,5265.3,38990.7,13.50398941
ID,Idaho,2003,51542.6,5577.5,40778.6,13.67751713
ID,Idaho,2004,55137.1,6289.2,44732.9,14.05945065
ID,Idaho,2005,59331.9,7128.7,48805.1,14.60646531
ID,Idaho,2006,60738.6,5884.9,51099.0,11.51666373
ID,Idaho,2007,61812.1,5572.1,53712.4,10.37395462
ID,Idaho,2008,63878.2,6745.7,56203.6,12.00225608
ID,Idaho,2009,61276.1,7090.0,54507.9,13.00728885
ID,Idaho,2010,62626.4,7376.6,56086.2,13.15225492
ID,Idaho,2011,62704.0,7368.8,57418.2,12.83356148
ID,Idaho,2012,62007.3,6852.3,57933.7,11.82783078
ID,Idaho,2013,64769.8,6841.3,61712.6,11.08574262
ID,Idaho,2014,66784.9,7061.2,64501.7,10.94730837
ID,Idaho,2015,67790.5,6932.7,66064.9,10.49377203
ID,Idaho,2016,70442.5,7121.4,69185.2,10.29324191
ID,Idaho,2017,72935.1,7936.1,72935.1,10.88104356
ID,Idaho,2018,77652.1,8842.3,79072.4,11.18253651
ID,Idaho,2019,81144.3,9013.3,84429.4,10.67554667
ID,Idaho,2020,82717.4,9273.3,88099.3,10.52596332
ID,Idaho,2021,88969.6,9347.4,99839.1,9.36246420
ID,Idaho,2022,92903.7,10407.1,112290.1,9.26804767
ID,Idaho,2023,95897.9,11216.0,120958.3,9.27261709
IL,Illinois,2000,687111.4,76662.2,486089.7,15.77120437
IL,Illinois,2001,688404.3,74229.1,499618.4,14.85715898
IL,Illinois,2002,692398.1,70658.3,511485.9,13.81432020
IL,Illinois,2003,703548.8,73583.2,528577.0,13.92099921
IL,Illinois,2004,726139.0,77882.6,560079.8,13.90562559
IL,Illinois,2005,741248.6,80140.0,589153.7,13.60256246
IL,Illinois,2006,759825.7,82620.7,624068.1,13.23905196
IL,Illinois,2007,769571.6,85189.4,649307.4,13.12004145
IL,Illinois,2008,759095.3,80520.9,649677.3,12.39398391
IL,Illinois,2009,740794.3,82671.0,645843.2,12.80047541
IL,Illinois,2010,755391.4,85708.1,663929.0,12.90922674
IL,Illinois,2011,772225.6,94167.9,691805.5,13.61190392
IL,Illinois,2012,790723.3,103440.2,725478.0,14.25821321
IL,Illinois,2013,795435.2,96484.9,742890.9,12.98776173
IL,Illinois,2014,811490.1,99229.4,772291.7,12.84869435
IL,Illinois,2015,825424.9,98853.0,802592.0,12.31671883
IL,Illinois,2016,826404.7,96088.2,813561.6,11.81080818
IL,Illinois,2017,832826.8,98647.4,832826.8,11.84488780
IL,Illinois,2018,851517.2,108502.3,871024.2,12.45686400
IL,Illinois,2019,858018.3,106954.6,895601.8,11.94220467
IL,Illinois,2020,810200.9,99010.4,860672.8,11.50383746
IL,Illinois,2021,855888.1,115700.4,946776.2,12.22045928
IL,Illinois,2022,876536.0,130127.8,1040353.3,12.50803934
IL,Illinois,2023,885651.3,135143.0,1098346.1,12.30422724
IN,Indiana,2000,278990.4,61282.6,204147.3,30.01881485
IN,Indiana,2001,273884.4,57758.3,205325.1,28.13017015
IN,Indiana,2002,280723.0,62010.9,213419.6,29.05585991
IN,Indiana,2003,293045.2,65664.1,225349.3,29.13880806
IN,Indiana,2004,303819.8,70069.1,239278.5,29.28349183
IN,Indiana,2005,306344.6,68999.4,247428.3,27.88662413
IN,Indiana,2006,312525.5,69073.4,259030.3,26.66614678
IN,Indiana,2007,322661.7,79710.4,273340.8,29.16154486
IN,Indiana,2008,322384.3,79363.3,277774.5,28.57112514
IN,Indiana,2009,299789.0,68950.2,264925.0,26.02630933
IN,Indiana,2010,320731.8,81489.6,284685.8,28.62439925
IN,Indiana,2011,321532.8,82975.2,292373.8,28.37983431
IN,Indiana,2012,323876.2,82622.4,301277.4,27.42402849
IN,Indiana,2013,333207.4,87469.3,313466.9,27.90383929
IN,Indiana,2014,343827.8,91808.2,329360.9,27.87465057
IN,Indiana,2015,341205.2,87885.9,333163.8,26.37918645
IN,Indiana,2016,348439.2,88764.2,342716.6,25.90017525
IN,Indiana,2017,357535.8,92862.0,357535.8,25.97278370
IN,Indiana,2018,368762.9,99022.0,377376.9,26.23954990
IN,Indiana,2019,370507.2,97240.2,384838.7,25.26778102
IN,Indiana,2020,359787.3,91649.2,378633.6,24.20524750
IN,Indiana,2021,387122.0,108977.9,425863.8,25.58984821
IN,Indiana,2022,399280.8,124260.5,473492.9,26.24337134
IN,Indiana,2023,404290.3,129146.8,499503.1,25.85505475
IA,Iowa,2000,129323.4,20339.2,93125.6,21.84061096
IA,Iowa,2001,128077.5,20362.2,94922.6,21.45137196
IA,Iowa,2002,131035.2,20970.9,98669.4,21.25370176
IA,Iowa,2003,137476.9,21837.3,105329.7,20.73232906
IA,Iowa,2004,149063.2,24038.3,117149.8,20.51928386
IA,Iowa,2005,153626.8,24280.1,122866.1,19.76143135
IA,Iowa,2006,155704.5,26180.3,127670.8,20.50609850
IA,Iowa,2007,162838.1,26247.1,137590.2,19.07628596
IA,Iowa,2008,160469.1,26819.3,137749.2,19.46965935
IA,Iowa,2009,156737.2,25493.1,137094.3,18.59530265
IA,Iowa,2010,161593.1,27041.1,142497.7,18.97651681
IA,Iowa,2011,164559.3,26403.3,149026.1,17.71723208
IA,Iowa,2012,170923.7,29575.0,158553.1,18.65305693
IA,Iowa,2013,171069.1,29376.4,162415.0,18.08724564
IA,Iowa,2014,180309.9,32801.9,173734.2,18.88050827
IA,Iowa,2015,185989.2,33765.0,181471.7,18.60620692
IA,Iowa,2016,186729.9,29991.6,183834.8,16.31443013
IA,Iowa,2017,187125.0,31977.4,187125.0,17.08879092
IA,Iowa,2018,189245.1,34001.9,193155.1,17.60341819
IA,Iowa,2019,188471.4,33569.0,196262.5,17.10413349
IA,Iowa,2020,186328.2,34340.8,198609.6,17.29060428
IA,Iowa,2021,201147.1,36831.3,223870.9,16.45202659
IA,Iowa,2022,201580.4,39941.2,242752.9,16.45343887
IA,Iowa,2023,202051.4,43784.4,254032.0,17.23578132
KS,Kansas,2000,118840.9,14913.8,85990.5,17.34354376
KS,Kansas,2001,119474.1,15214.8,88869.7,17.12034585
KS,Kansas,2002,121050.5,14985.4,91359.0,16.40276273
KS,Kansas,2003,123486.7,14876.1,95236.3,15.62019944
KS,Kansas,2004,124793.2,14617.6,98913.7,14.77813488
KS,Kansas,2005,129588.2,15944.9,105343.9,15.13604490
KS,Kansas,2006,136135.8,18890.1,113831.8,16.59474769
KS,Kansas,2007,143586.6,21263.4,123608.9,17.20215939
KS,Kansas,2008,147265.0,19731.5,129223.2,15.26931696
KS,Kansas,2009,141902.5,17636.6,126049.7,13.99178261
KS,Kansas,2010,143870.1,19854.4,129235.7,15.36293764
KS,Kansas,2011,147836.8,22356.5,136747.1,16.34879277
KS,Kansas,2012,150077.1,23039.2,141812.1,16.24628646
KS,Kansas,2013,150702.9,19321.4,144999.3,13.32516778
KS,Kansas,2014,154110.1,21541.6,150276.1,14.33468130
KS,Kansas,2015,158602.6,23163.9,155699.0,14.87735952
KS,Kansas,2016,164643.7,23685.2,162144.5,14.60746433
KS,Kansas,2017,166273.6,24284.8,166273.6,14.60532520
KS,Kansas,2018,169796.9,26879.0,173373.0,15.50356745
KS,Kansas,2019,169562.3,25657.1,176068.8,14.57220132
KS,Kansas,2020,168056.8,23949.5,177209.6,13.51478701
KS,Kansas,2021,172782.4,27366.1,191738.1,14.27264586
KS,Kansas,2022,177470.1,31407.2,212611.6,14.77210086
KS,Kansas,2023,183795.6,33121.1,228232.4,14.51200618
